,Unnamed: 0,subjectID,iTrial,video,action,condition,rating,rt,survey,nTrials,Index
257,670,8,10,openCan_do,openCan,do,1,4551,She seems to just be opening her can of juice so she can drink it. She doesn't need anything from me. ,29,670
258,669,8,9,openSnack_far,openSnack,far,7,6318,She seems like she's wanting me to rip open the chip bag for her. ,29,669
259,668,8,8,tweezeTweezer_far,tweezeTweezer,far,2,8303,"She seems to move her finger to want to pick up the tweezers but her hand isn't getting close to the tweezers which is making me feel like she wants me to do something for her. But, the motion was slight and unnatural so I can't truly understand her intentions. ",29,668
260,667,8,7,swipePhone_do,swipePhone,do,1,5599,"She seems to be on her phone swiping, minding her business. Since she is not looking at me or showing me her phone screen, I don't feel communicated to.",29,667
261,666,8,6,pressRemote_absent,pressRemote,absent,7,7007,She wants me to pass the remote or turn the tv off or change the volume? But obviously she is doing a motion for me to see and do something for her. ,29,666
262,665,8,5,dispenseSoap_absent,dispenseSoap,absent,7,8679,"It looks like she's pumping a lotion bottle or something, but I think she definitely is communicating to me even if I don't understand her message. She would not move like that just to communicate to herself. ",29,665
263,664,8,4,peelPostIt_absent,peelPostIt,absent,4,7632,"It was a slight hand movement so I don't know what she's trying to communicate but because her other hand is also in an unnatural setting, I feel like she is trying to get my attention somehow. ",29,664
264,663,8,3,zipPlasticBag_absent,zipPlasticBag,absent,5,12854,She seems to be communicating me by doing a hand single obviously but I'm not sure what she wants. Possibly for me to close a ziploc bag?,29,663
265,662,8,2,foldPaper_do,foldPaper,do,1,7432,It seemed like she was just folding her paper and minding her business. ,29,662
266,661,8,1,sprayBottle_absent,sprayBottle,absent,3,8807,Moving their pointer finger slightly. possibly to get my attention about something not urgent. ,29,661
267,660,8,0,igniteLighter_absent,igniteLighter,absent,2,11351,Putting their thumb down while their hand was up in a fist. ,29,660
268,688,8,28,flickTrash_far,flickTrash,far,6,7056,"Since her flick was so light and her hand's distance from the popcorn was so far, I think she wants me to flick the popcorn for her. ",29,688
269,689,8,29,openLid_far,openLid,far,7,4087,She wants me to open the water bottle cap for her because she's doing the motion in the air while the water is close to me. either that or she wants me to pass her the bottle so she can open it herself. ,29,689
270,706,9,16,closeJar_do,closeJar,do,7,7164,Closing a jar,29,706
271,691,9,1,drinkMug_absent,drinkMug,absent,1,15323,Moved her hand back,29,691
272,719,9,29,openCan_far,openCan,far,7,3703,Opening a can,29,719
273,718,9,28,snipScissors_absent,snipScissors,absent,5,7319,Squeezing something,29,718
274,717,9,27,flickTrash_do,flickTrash,do,7,3345,Flicking a ball of paper,29,717
275,716,9,26,openSnack_far,openSnack,far,7,3554,Tearing open a bag,29,716
276,715,9,25,chargePhone_do,chargePhone,do,7,4047,Charging a phone,29,715
277,714,9,24,igniteLighter_absent,igniteLighter,absent,5,7644,Pressing down on something,29,714
278,713,9,23,crushBottle_absent,crushBottle,absent,6,4400,Squeezing something,29,713
279,712,9,22,twistCube_absent,twistCube,absent,7,6331,Opening/closing a jar,29,712
280,690,9,0,eraseMark_do,eraseMark,do,6,14863,Trying to erase a pencil mark,29,690
281,710,9,20,openLid_do,openLid,do,7,3604,Opening a bottle,29,710
282,709,9,19,drawLine_do,drawLine,do,7,3424,Drawing a line,29,709
283,708,9,18,sprayBottle_far,sprayBottle,far,7,4191,Pressing down on the spray,29,708
284,707,9,17,pullTissue_far,pullTissue,far,7,5031,Getting a tissue,29,707
285,705,9,15,openGluestick_far,openGluestick,far,7,5654,Opening a glue stick,29,705
286,711,9,21,foldPaper_do,foldPaper,do,7,3511,Folding a sheet of paper,29,711
287,692,9,2,blowCandle_far,blowCandle,far,7,4862,Blowing out a candle,29,692
288,704,9,14,tapPhone_absent,tapPhone,absent,6,7696,Pretending to hold a phone and tap on the screen,29,704
289,693,9,3,dispenseSoap_absent,dispenseSoap,absent,5,8846,Trying to measure something,29,693
290,694,9,4,pressRemote_far,pressRemote,far,6,5431,Pretending to use the TV remote,29,694
291,695,9,5,drinkCup_do,drinkCup,do,7,4559,Drinking out of the cup,29,695
292,697,9,7,tweezeTweezer_absent,tweezeTweezer,absent,3,7015,Pinching something,29,697
293,696,9,6,peelPostIt_far,peelPostIt,far,6,6838,Tearing off a sticky note,29,696
294,699,9,9,insertAirpod_absent,insertAirpod,absent,3,8150,Pointing to their head,29,699
295,700,9,10,foldNapkin_far,foldNapkin,far,5,6334,Demonstrating folding a napkin,29,700
296,701,9,11,brushTableBroom_absent,brushTableBroom,absent,4,8613,Turning the page of a book,29,701
297,702,9,12,swipePhone_do,swipePhone,do,7,4280,Swiping on the phone,29,702
298,703,9,13,flipPage_far,flipPage,far,7,4669,Turning a page from the book,29,703
299,698,9,8,zipPlasticBag_do,zipPlasticBag,do,7,6543,Opening/closing a bag,29,698
300,738,10,18,openCan_absent,openCan,absent,6,7800,She wants to scroll down using the mouse wheel.,29,738
301,742,10,22,foldNapkin_absent,foldNapkin,absent,5,11215,Using a gaming device.,29,742
302,739,10,19,tapPhone_do,tapPhone,do,1,4784,Using her phone.,29,739
303,740,10,20,peelPostIt_absent,peelPostIt,absent,5,9799,Wants someone to flip a something.,29,740
304,741,10,21,crushBottle_do,crushBottle,do,3,19088,Squeezing the water bottle.,29,741
305,743,10,23,sprayBottle_absent,sprayBottle,absent,5,6727,Wants to take a picture.,29,743
306,721,10,1,tweezeTweezer_do,tweezeTweezer,do,3,7224,She used a hair pinch in the air.,29,721
307,745,10,25,pullTissue_absent,pullTissue,absent,5,7661,I do not know.,29,745
308,746,10,26,snipScissors_do,snipScissors,do,5,7935,Wants to cut something.,29,746
309,747,10,27,eraseMark_far,eraseMark,far,7,9413,The person wants to erase that drawing.,29,747
310,748,10,28,drinkCup_far,drinkCup,far,6,8070,She wants a sip of water.,29,748
311,749,10,29,igniteLighter_do,igniteLighter,do,6,6884,She wants to burn something.,29,749
312,737,10,17,openGluestick_absent,openGluestick,absent,5,10248,I do not know.,29,737
313,744,10,24,blowCandle_absent,blowCandle,absent,5,9791,Whistling.,29,744
314,736,10,16,flickTrash_far,flickTrash,far,6,6392,The person wants to flick that piece of trash.,29,736
315,720,10,0,drawLine_far,drawLine,far,6,21063,The person moved her hand across the table holding both thumb and index finger.,29,720
316,734,10,14,twistCube_do,twistCube,do,1,5933,Solving the cube.,29,734
317,722,10,2,foldPaper_far,foldPaper,far,5,11160,acting out putting down a sheet a paper.,29,722
318,723,10,3,brushTableBroom_do,brushTableBroom,do,2,11799,cleaning up a crumbled up piece of paper with a small broom.,29,723
319,724,10,4,pressRemote_absent,pressRemote,absent,5,8120,acting out using a remote control.,29,724
320,725,10,5,closeJar_far,closeJar,far,5,9562,The person needs help opening that jar.,29,725
321,726,10,6,openLid_far,openLid,far,5,5712,The person wants to close that water bottle.,29,726
322,727,10,7,drinkMug_do,drinkMug,do,3,6112,The person wants to drink what is inside that mug.,29,727
323,735,10,15,insertAirpod_do,insertAirpod,do,1,3816,Putting on earphones.,29,735
324,729,10,9,openSnack_absent,openSnack,absent,5,8223,The person wants to unwrap something. Maybe a candy wrapper.,29,729
325,730,10,10,swipePhone_far,swipePhone,far,5,16383,The person wants to use the phone.,29,730
326,731,10,11,chargePhone_far,chargePhone,far,7,5095,The person wants to charge the phone.,29,731
327,732,10,12,zipPlasticBag_far,zipPlasticBag,far,7,10848,The person wants to close the packet.,29,732
328,733,10,13,flipPage_absent,flipPage,absent,6,6736,The person is communicating to move somewhere.,29,733
329,728,10,8,dispenseSoap_do,dispenseSoap,do,1,7307,Using hand sanitizer.,29,728
330,763,11,13,swipePhone_absent,swipePhone,absent,3,5557,swiping on a phone,29,763
331,762,11,12,peelPostIt_do,peelPostIt,do,3,3310,ripping of a sticky note from a pad,29,762
332,761,11,11,openSnack_do,openSnack,do,3,5990,opening a bag of chips,29,761
333,760,11,10,closeJar_absent,closeJar,absent,3,12133,closing a lid,29,760
334,759,11,9,foldNapkin_do,foldNapkin,do,3,4398,folding a paper towl,29,759
335,758,11,8,insertAirpod_far,insertAirpod,far,3,4227,putting in an airpod,29,758
336,755,11,5,openGluestick_do,openGluestick,do,3,5895,opening a glue stick,29,755
337,756,11,6,flipPage_do,flipPage,do,3,4284,turning a page in a book,29,756
338,754,11,4,twistCube_far,twistCube,far,3,5591,solving a rubix cube,29,754
339,753,11,3,drawLine_absent,drawLine,absent,2,6382,drawing a line,29,753
340,751,11,1,chargePhone_absent,chargePhone,absent,2,9402,plugging in a phone,29,751
341,764,11,14,tweezeTweezer_far,tweezeTweezer,far,3,6487,tweezing,29,764
342,757,11,7,drinkMug_far,drinkMug,far,3,6418,lifting up a mug,29,757
343,765,11,15,openCan_do,openCan,do,3,4272,opening a can,29,765
344,752,11,2,zipPlasticBag_absent,zipPlasticBag,absent,2,10238,zipping up a bag,29,752
345,766,11,16,foldPaper_absent,foldPaper,absent,2,7076,folding something,29,766
346,750,11,0,tapPhone_far,tapPhone,far,2,15712,acting out pressing a button on a phone,29,750
347,778,11,28,igniteLighter_far,igniteLighter,far,3,4181,turning on a lighter,29,778
348,777,11,27,eraseMark_absent,eraseMark,absent,2,7527,zipping something open or closed,29,777
349,776,11,26,crushBottle_far,crushBottle,far,2,10062,grabbing a water bottle,29,776
350,775,11,25,pressRemote_do,pressRemote,do,4,3475,changing the TV station,29,775
351,774,11,24,snipScissors_far,snipScissors,far,3,7054,cutting something,29,774
352,779,11,29,openLid_absent,openLid,absent,2,5279,unscrewing a lid ,29,779
353,772,11,22,flickTrash_absent,flickTrash,absent,2,5086,flicking something,29,772
354,771,11,21,brushTableBroom_far,brushTableBroom,far,3,6509,sweeping up some dirt with a dust pan,29,771
355,770,11,20,blowCandle_do,blowCandle,do,4,4175,"blowing out a candle
",29,770
356,769,11,19,drinkCup_absent,drinkCup,absent,3,6040,drinking something,29,769
357,768,11,18,sprayBottle_do,sprayBottle,do,4,11450,spraying sunscreen,29,768
358,773,11,23,pullTissue_do,pullTissue,do,4,7471,grabbing a tissue,29,773
359,767,11,17,dispenseSoap_far,dispenseSoap,far,4,10381,pumping a squirt of hand sanitizer,29,767
360,437,15,17,blowCandle_far,blowCandle,far,2,8214,seemed to be trying to blow out the candle,29,437
361,438,15,18,eraseMark_far,eraseMark,far,4,6564,it kind of looked like they made the same gesture with their hand on the desk as the pencil park on the paper,29,438
362,439,15,19,pressRemote_absent,pressRemote,absent,5,6022,looked like miming remote clicking,29,439
363,440,15,20,igniteLighter_do,igniteLighter,do,3,6421,flicked a lighter on,29,440
364,441,15,21,snipScissors_far,snipScissors,far,5,7572,pinched their hand together,29,441
365,445,15,25,openLid_do,openLid,do,2,4573,screwing cap off of water bottle,29,445
366,444,15,24,flickTrash_far,flickTrash,far,5,13369,pinched fingers together. could be describing size,29,444
367,446,15,26,chargePhone_do,chargePhone,do,2,4870,plugging charger into phone,29,446
368,447,15,27,zipPlasticBag_absent,zipPlasticBag,absent,5,7383,"i think it's the same ""violin"" gesture as earlier but in reverse",29,447
369,448,15,28,foldPaper_absent,foldPaper,absent,6,4182,looked as if putting something on the table,29,448
370,436,15,16,drinkMug_do,drinkMug,do,2,15437,bringing the mug up,29,436
371,449,15,29,swipePhone_do,swipePhone,do,2,4511,swiping on phone,29,449
372,443,15,23,twistCube_do,twistCube,do,2,5087,turned a rubiks cube,29,443
373,435,15,15,drinkCup_far,drinkCup,far,7,3317,looked like miming drinking a cup of water,29,435
374,442,15,22,foldNapkin_absent,foldNapkin,absent,7,7484,made a gesture with both hands bringing fingers inwards,29,442
375,433,15,13,closeJar_absent,closeJar,absent,7,3639,looked like miming screwing a lid on something,29,433
376,434,15,14,openSnack_far,openSnack,far,7,3672,looked like miming ripping open a bag/opening something,29,434
377,421,15,1,tapPhone_do,tapPhone,do,3,6854,tapping something on their phone,29,421
378,422,15,2,openCan_absent,openCan,absent,6,13375,bending their index finger towards the palm of their hand,29,422
379,423,15,3,flipPage_do,flipPage,do,2,4503,flipping a page in the book,29,423
380,424,15,4,brushTableBroom_absent,brushTableBroom,absent,5,6366,sweeping their hand in the air. it kind of reminded me of a violin playing motion,29,424
381,425,15,5,dispenseSoap_absent,dispenseSoap,absent,6,4897,moving one hand up and down relative to their other hand that stayed still. looked like describing size of something,29,425
382,420,15,0,crushBottle_do,crushBottle,do,5,8706,"crumpling a water bottle
",29,420
383,427,15,7,drawLine_far,drawLine,far,5,5830,sliding their hand with pinched fingers,29,427
384,428,15,8,sprayBottle_far,sprayBottle,far,5,7224,bending their finger,29,428
385,429,15,9,tweezeTweezer_absent,tweezeTweezer,absent,4,7198,tapped their thumb on the outside of their hand ,29,429
386,430,15,10,insertAirpod_absent,insertAirpod,absent,5,6398,moved their hand up to their ear,29,430
387,431,15,11,pullTissue_far,pullTissue,far,4,6838,moved their hand in the air - kind of just looked like they were shifting ,29,431
388,426,15,6,peelPostIt_do,peelPostIt,do,2,4642,ripping off a sticky note,29,426
389,432,15,12,openGluestick_far,openGluestick,far,6,6080,moved one hand up relative to the other hand,29,432
390,861,16,21,flipPage_far,flipPage,far,6,3081,pretending to flip page,29,861
391,862,16,22,eraseMark_absent,eraseMark,absent,5,9348,moved one hand away from other on the desk...idk what they were trying to communicate,29,862
392,863,16,23,pressRemote_do,pressRemote,do,1,3504,using a remote,29,863
393,864,16,24,twistCube_far,twistCube,far,6,6569,acting like solving a rubicks cube,29,864
394,865,16,25,flickTrash_absent,flickTrash,absent,5,5896,acting like flicking something,29,865
395,869,16,29,tweezeTweezer_do,tweezeTweezer,do,1,3294,using tweezers,29,869
396,868,16,28,openCan_do,openCan,do,1,3775,opening a can,29,868
397,840,16,0,zipPlasticBag_do,zipPlasticBag,do,1,7699,zipping a bag,29,840
398,841,16,1,insertAirpod_do,insertAirpod,do,1,7590,putting an airpod in,29,841
399,842,16,2,pullTissue_absent,pullTissue,absent,1,6535,moved hand a little bit,29,842
400,860,16,20,swipePhone_far,swipePhone,far,6,4720,pretending to swipe on phone,29,860
401,866,16,26,foldNapkin_do,foldNapkin,do,1,3110,folding a napkin,29,866
402,859,16,19,openSnack_absent,openSnack,absent,5,6199,maybe tearing something,29,859
403,867,16,27,drawLine_absent,drawLine,absent,5,5225,moving hand along desk,29,867
404,856,16,16,tapPhone_far,tapPhone,far,6,4877,pretending to tap a phone,29,856
405,858,16,18,chargePhone_far,chargePhone,far,6,3887,pretending to plug in phone,29,858
406,843,16,3,openGluestick_absent,openGluestick,absent,2,7336,moved hand...maybe demonstratitng something,29,843
407,844,16,4,sprayBottle_absent,sprayBottle,absent,4,9078,"bending finger 
",29,844
408,845,16,5,foldPaper_do,foldPaper,do,1,4863,folding paper,29,845
409,846,16,6,drinkCup_absent,drinkCup,absent,5,12244,motion like they were tipping a water bottle ,29,846
410,847,16,7,drinkMug_far,drinkMug,far,2,4695,moving their fist up,29,847
411,848,16,8,closeJar_do,closeJar,do,1,4560,opening a jar,29,848
412,857,16,17,dispenseSoap_do,dispenseSoap,do,1,5253,squirting hand sanitizer,29,857
413,850,16,10,snipScissors_absent,snipScissors,absent,6,6618,"closing hand, like demonstrating something is small or to be quiet",29,850
414,851,16,11,brushTableBroom_do,brushTableBroom,do,1,4240,sweeping,29,851
415,849,16,9,crushBottle_far,crushBottle,far,5,6423,"curling hand inwards to themselves, maybe asking for the water",29,849
416,852,16,12,blowCandle_absent,blowCandle,absent,1,4927,blowing air,29,852
417,853,16,13,peelPostIt_far,peelPostIt,far,4,10920,moved one hand away from other hand,29,853
418,854,16,14,openLid_far,openLid,far,5,4695,acting like twisting a bottle top off,29,854
419,855,16,15,igniteLighter_far,igniteLighter,far,5,4128,acting like lighting a lighter,29,855
420,888,17,18,drinkMug_absent,drinkMug,absent,5,8031,seemed to be a clip of counting down for rock paper scissors.,29,888
421,889,17,19,closeJar_far,closeJar,far,4,4959,opening a jar,29,889
422,890,17,20,openLid_absent,openLid,absent,2,7400,twisting 2 fingers in the air,29,890
423,891,17,21,openGluestick_do,openGluestick,do,4,8609,opening chapstick,29,891
424,892,17,22,brushTableBroom_far,brushTableBroom,far,4,10775,sweeping,29,892
425,894,17,24,drinkCup_do,drinkCup,do,4,6767,drinking from a cup,29,894
426,887,17,17,sprayBottle_do,sprayBottle,do,5,6024,spraying a bottle in the air,29,887
427,895,17,25,flipPage_absent,flipPage,absent,5,12247,explaining a width of a goal post,29,895
428,896,17,26,swipePhone_absent,swipePhone,absent,5,6615,"swipes finger on hand,perhaps to support a demonstration/explanation",29,896
429,897,17,27,foldPaper_far,foldPaper,far,5,6704,folding a paper in half,29,897
430,898,17,28,flickTrash_do,flickTrash,do,6,7480,"playing paper soccer, the person in front just ""kicked"" the ball",29,898
431,899,17,29,twistCube_absent,twistCube,absent,4,9512,opening a jar,29,899
432,893,17,23,igniteLighter_absent,igniteLighter,absent,4,10216,"pressing a button, perhaps pepperspray",29,893
433,886,17,16,pullTissue_do,pullTissue,do,4,5111,getting a tissue,29,886
434,883,17,13,drawLine_do,drawLine,do,3,7632,drawing a line,29,883
435,884,17,14,dispenseSoap_far,dispenseSoap,far,4,8631,getting hand sanitizer,29,884
436,882,17,12,zipPlasticBag_far,zipPlasticBag,far,4,9749,closing a ziploc,29,882
437,881,17,11,pressRemote_far,pressRemote,far,4,69742,Pressing  a button on an invisible remote,29,881
438,880,17,10,snipScissors_do,snipScissors,do,1,5687,cut the air,29,880
439,879,17,9,crushBottle_absent,crushBottle,absent,5,7006,flexed hand mid conversation,29,879
440,877,17,7,openSnack_do,openSnack,do,2,7631,Just opened a bag,29,877
441,876,17,6,foldNapkin_far,foldNapkin,far,5,10006,Seemed to play a hand game. index fingers were on top of the thumbs and slid back towards the hand.,29,876
442,875,17,5,eraseMark_do,eraseMark,do,2,6343,calmly attempted to erase the line.,29,875
443,874,17,4,openCan_far,openCan,far,2,31627,Bent index finger.,29,874
444,873,17,3,insertAirpod_far,insertAirpod,far,5,13109,Appeared to reach for the airpod then decided not to. Possibly conveying sense of disinterest in a conversation.,29,873
445,872,17,2,chargePhone_absent,chargePhone,absent,2,18847,"The left hand, which was palm up open and the right hand which was palm up half closed moved toward each other in the center.",29,872
446,871,17,1,tapPhone_absent,tapPhone,absent,3,10175,appeared to be counting something.,29,871
447,870,17,0,peelPostIt_absent,peelPostIt,absent,2,10213,moving hand to the side.,29,870
448,885,17,15,blowCandle_do,blowCandle,do,4,7782,blowing a candle,29,885
449,878,17,8,tweezeTweezer_far,tweezeTweezer,far,1,10383,Just bent finger,29,878
450,238,18,28,tweezeTweezer_do,tweezeTweezer,do,5,4750,showing the act of closing the tweezers for use,29,238
451,210,18,0,drinkMug_far,drinkMug,far,2,6579,lifting up a fist,29,210
452,213,18,3,pressRemote_absent,pressRemote,absent,1,6334,"Finger dropped. no meaning to this
",29,213
453,214,18,4,foldNapkin_far,foldNapkin,far,1,6005,I did not understand. The hand movement made no sense,29,214
454,215,18,5,openSnack_far,openSnack,far,7,4205,The person wants to open the bag,29,215
455,216,18,6,igniteLighter_far,igniteLighter,far,5,4086,Light the lighter,29,216
456,217,18,7,snipScissors_absent,snipScissors,absent,3,3789,seems like a gesture for quiteness,29,217
457,218,18,8,openGluestick_absent,openGluestick,absent,1,5747,I dont know,29,218
458,219,18,9,brushTableBroom_do,brushTableBroom,do,7,4103,sweeping the paper,29,219
459,220,18,10,flipPage_absent,flipPage,absent,3,3942,Jumping over something or moving?,29,220
460,221,18,11,closeJar_do,closeJar,do,6,4279,opening a jar,29,221
461,222,18,12,twistCube_do,twistCube,do,5,3747,solving a rubix cube,29,222
462,223,18,13,flickTrash_do,flickTrash,do,6,3544,annoying someone? flinging a paper across the table,29,223
463,224,18,14,insertAirpod_far,insertAirpod,far,6,6143,put airpod in,29,224
464,212,18,2,drawLine_far,drawLine,far,3,4291,with the pencil in context I understood what it was saying but the gesture was not communicative,29,212
465,239,18,29,eraseMark_absent,eraseMark,absent,6,5012,flipping a page,29,239
466,226,18,16,crushBottle_absent,crushBottle,absent,2,4315,This has no meaning to me,29,226
467,227,18,17,openCan_absent,openCan,absent,1,4454,no meaning,29,227
468,228,18,18,openLid_absent,openLid,absent,4,5293,looks like shes trying to open something but im not sure,29,228
469,229,18,19,foldPaper_absent,foldPaper,absent,5,3622,folding an object,29,229
470,230,18,20,tapPhone_far,tapPhone,far,5,4824,"""using an iphone""",29,230
471,231,18,21,zipPlasticBag_do,zipPlasticBag,do,7,4733,zipping and unzipping a bag,29,231
472,232,18,22,peelPostIt_do,peelPostIt,do,7,4018,taking a post-it note off the pad,29,232
473,233,18,23,pullTissue_do,pullTissue,do,6,4354,using a kleenex,29,233
474,234,18,24,chargePhone_do,chargePhone,do,7,3685,plugging in iphohne,29,234
475,235,18,25,sprayBottle_absent,sprayBottle,absent,1,4615,not sure,29,235
476,236,18,26,swipePhone_do,swipePhone,do,5,4742,"swiping something on phone, maybe the action of deleting",29,236
477,237,18,27,blowCandle_far,blowCandle,far,5,3756,gesturing a blowing out of candles,29,237
478,225,18,15,dispenseSoap_far,dispenseSoap,far,5,3791,use hand sanitizer,29,225
479,211,18,1,drinkCup_far,drinkCup,far,5,4590,shows the action of drinking from a cup,29,211
480,418,19,28,pullTissue_far,pullTissue,far,5,16983,hand in a pinching motion and swiping the hand up,29,418
481,390,19,0,chargePhone_far,chargePhone,far,4,13869,"Held both of their hands up, one hand in a cupping motion and the other acted like it was holding a pencil",29,390
482,417,19,27,insertAirpod_absent,insertAirpod,absent,5,7493,Raising their hand in a pinching motion and bringing the hand to their ear,29,417
483,416,19,26,openGluestick_do,openGluestick,do,3,4541,Taking off the cap of a glue stick or lip balm,29,416
484,415,19,25,igniteLighter_absent,igniteLighter,absent,6,10831,They acting as if they are holding a lighter and lighting it,29,415
485,414,19,24,blowCandle_absent,blowCandle,absent,4,12072,"Pursing their lips to make an ""o"" shape",29,414
486,413,19,23,swipePhone_far,swipePhone,far,5,9872,One hand in a cupping formation with the other making a swiping motion above the other hand,29,413
487,412,19,22,openSnack_absent,openSnack,absent,6,6472,Making a pinching motion in both hands and then twisting the hands in opposite directions,29,412
488,411,19,21,flickTrash_far,flickTrash,far,6,11054,Making a flicking motion with their thumb and pointer finger,29,411
489,410,19,20,flipPage_do,flipPage,do,3,5822,Turning a page of a book,29,410
490,409,19,19,eraseMark_do,eraseMark,do,3,11766,Trying to erase a pen marking with an eraser,29,409
491,408,19,18,zipPlasticBag_far,zipPlasticBag,far,6,9504,One hand in the fist with the other in a pinching motion. The hands started together with the pinching hand moving away from the other fist,29,408
492,407,19,17,foldNapkin_absent,foldNapkin,absent,4,10809,Pointer fingers laid over their thumbs and then moved across the thumbs as their hands sat in the air,29,407
493,406,19,16,openCan_do,openCan,do,2,5444,Opening a bottle of juice,29,406
494,419,19,29,pressRemote_do,pressRemote,do,3,4221,Pressing buttons on a TV remote,29,419
495,405,19,15,foldPaper_do,foldPaper,do,3,8352,Folding a piece of paper in half,29,405
496,402,19,12,drinkCup_absent,drinkCup,absent,6,5139,Cupping their hand as if they were holding something and then gesturing towards themselves,29,402
497,401,19,11,closeJar_far,closeJar,far,7,14409,Performing the actions of unscrewing a jar,29,401
498,400,19,10,crushBottle_do,crushBottle,do,3,5150,Squeezing a water bottle,29,400
499,399,19,9,drawLine_absent,drawLine,absent,6,8184,Hand formed almost like they're holding a pencil and moving it across the desk,29,399
500,398,19,8,snipScissors_do,snipScissors,do,4,9128,Cutting scissors in the air,29,398
501,397,19,7,drinkMug_absent,drinkMug,absent,4,7284,Raising their fist up towards themselves,29,397
502,396,19,6,sprayBottle_do,sprayBottle,do,2,8743,Spraying a sunscreen bottle,29,396
503,395,19,5,twistCube_far,twistCube,far,7,7802,they are mimicing the actions of solving a rubiks cube,29,395
504,394,19,4,openLid_do,openLid,do,1,10502,They're opening a water bottle lid,29,394
505,393,19,3,brushTableBroom_far,brushTableBroom,far,6,7263,"Gesture felt similar to a movement a conductor would make, kind of like a motion of playing a string instrument",29,393
506,392,19,2,peelPostIt_far,peelPostIt,far,6,13093,One hand in a fist the other acted as if it was pulling something like a rope away from the other hand,29,392
507,391,19,1,tapPhone_absent,tapPhone,absent,6,6587,One open hand with the other hand pointing a finger and making a downwards motion towards their other hand,29,391
508,403,19,13,dispenseSoap_absent,dispenseSoap,absent,6,11190,Hands flat in the air with their palms facing opposite directions. They then moved one hand up and then brought it back down to be level with the other hand. ,29,403
509,404,19,14,tweezeTweezer_far,tweezeTweezer,far,6,14775,Making a pinching motion,29,404
510,0,20,0,snipScissors_far,snipScissors,far,2,22526,"the girl was making a mouth closing motion with her hand, i was also distracted by the scissors that were large and in the frame",29,0
511,15,20,15,openLid_far,openLid,far,6,12664,"since there is a water bottle in front of me, i think she is asking for me to open it.",29,15
512,1,20,1,openCan_far,openCan,far,5,8890,"i assumed that since there is a can of apple juice, that the hand motion was communicating for me to nudge it towards her.she did a sort of ""bring to me"" motion",29,1
513,2,20,2,pressRemote_far,pressRemote,far,6,8828,"the girl was pressing an imaginary tv remote. since there is a remote in front of her, i would assume she is asking for the remote",29,2
514,3,20,3,flickTrash_absent,flickTrash,absent,2,7695,"it looks like she is just flicking dust away on the table, not really saying anything to me",29,3
515,4,20,4,chargePhone_absent,chargePhone,absent,2,21775,"it looks as if she is pretending to hold a phone in her hand and plug in a cord. however, that doesn't really communicate much to me, and that was only the conclusion i came to after making an inference, it was not very obvious",29,4
516,5,20,5,dispenseSoap_do,dispenseSoap,do,1,9127,"she looks as if she is just using hand sanitizer, which does not involve me at all",29,5
517,6,20,6,drawLine_do,drawLine,do,5,5616,"she is making a mark on a paper. it looks as if she may be starting to draw or write something that could communicate a message, but just a line does not tell me very much for now. ",29,6
518,7,20,7,drinkCup_do,drinkCup,do,1,6745,"she was taking a sip of a drink. that does not really involve me. if she is drinking something, she is not talking to me. ",29,7
519,8,20,8,closeJar_absent,closeJar,absent,6,9481,"she is making a motion like she is opening a jar. if there was a jar in front of me that i needed help opening, this would effectively communicate that she would help me.",29,8
520,9,20,9,sprayBottle_far,sprayBottle,far,7,8297,"she is making a motion as if she is spraying something in a bottle. since there is a bottle of sunscreen, this can communicate that she wants a turn to use the sunscreen.",29,9
521,10,20,10,igniteLighter_do,igniteLighter,do,1,14318,"she seems to just to be using a lighter, which doesn't really involve me.",29,10
522,11,20,11,tapPhone_do,tapPhone,do,1,18583,"she's using her phone, which does not involve me.",29,11
523,12,20,12,insertAirpod_do,insertAirpod,do,2,18029,"if she is putting in airpods to listen to her own music, that would not involve me at all and be a 1. my assumption could be that since we are at a table together and she is only putting in one airpod, that we could be sharing music through airpods which could connect us. ",29,12
524,13,20,13,peelPostIt_absent,peelPostIt,absent,5,13247,"the motion looked like tearing a paper to me. if we were in class and a teacher said we only needed half sheets of paper, i would assume that this motion meant for me to tear the paper in half and give her the other. ",29,13
525,29,20,29,tweezeTweezer_absent,tweezeTweezer,absent,2,20457,she presses her thumb into her other fingers. this looks like something someone does when they're fidgeting while nervous. i don't really understand how it involves me,29,29
526,16,20,16,swipePhone_absent,swipePhone,absent,3,21024,"it looks as if she is sending a text from her phone, but i'm not sure if this is to me? it depends on the situation, but this could either be rude or be her communicating with me",29,16
527,28,20,28,pullTissue_absent,pullTissue,absent,4,6727,"she looks to be motioning for me to pick something up? but since there is nothing in frame to inform me of what, i kind of don't understand what she is referring to",29,28
528,27,20,27,foldNapkin_do,foldNapkin,do,1,6889,"she seems to be folding a napkin, which doesn't really involve me",29,27
529,26,20,26,blowCandle_do,blowCandle,do,1,4600,"she was blowing out a candle. the smoke comes over and gets in my face, which is RUDE!!!! i guess blowing out a candle could signal the end of our time together, but the smoke blowing over into my face was very off putting so i put a 1 because that's very inconsiderate of me. ",29,26
530,14,20,14,flipPage_far,flipPage,far,6,5367,"since there is a book in front of her, i would assume this is communicating for me to turn the page.",29,14
